,0.0001,0.001,0.01,0.1,1.0,10.0
209,30.017493615738562,-139.04317592816463,-314.6968357732567,-1047.8374628350512,-932.8266629956071,-377.09122924436264
210,30.600781290790803,-138.8648879924637,-311.7354726037371,-1053.1406716399047,-923.8403237777046,-374.2181631011518
211,33.03473779572714,-139.42783794143332,-310.95694913284734,-1063.04592795243,-924.1803503754918,-375.8118663457491
212,32.95505601348239,-140.16744281380545,-310.7908642990398,-1062.1973245349395,-925.443649507626,-375.2810168969076
213,33.93782391486993,-139.892141717356,-308.51358720209157,-1062.2686212959995,-921.9326059954986,-378.1324420415887
214,36.591308660398916,-139.4160486512838,-307.8651660219734,-1060.6460360432768,-918.8290498886887,-375.8375136611575
215,38.871815432832804,-139.16860464303323,-308.27454293741124,-1061.429490615582,-927.6917305243696,-375.5957071667297
216,39.86146873505564,-138.54315240894243,-307.1709480339648,-1061.6431978215116,-928.2071328859554,-378.1220624519994
217,39.54516510066202,-138.5789028919389,-304.4893063081372,-1059.967683606167,-937.7897115155414,-378.02624300877295
218,40.284714315340715,-138.56838036943603,-301.4319853233708,-1059.3032229312148,-939.3052963532957,-378.61898293633885
219,39.76226528342362,-138.92960567564086,-301.0156564053355,-1060.494454208212,-928.0157574340653,-376.96080834361567
220,41.058456025152864,-138.7864698478451,-300.52764831432347,-1053.0979104831,-933.357266066827,-374.1500196017157
221,40.34049298709674,-138.27750654650717,-301.9615896713651,-1052.048843711039,-910.1621448167799,-368.93472451740513
222,41.13631191942359,-138.22302850565245,-302.4420529554181,-1056.4835151418563,-907.2514618961142,-368.81799863049133
223,42.0443464626082,-138.08548868776856,-301.2994413224236,-1052.9967004491712,-909.5907950763759,-369.5577993504987
224,41.54496902025725,-137.6524005812834,-298.78653064958144,-1015.4949495034991,-912.8565628648238,-371.52048258842143
225,43.55968511524326,-138.18513609120598,-295.170530816387,-1033.636200766029,-912.2166683216478,-373.35134498246504
226,41.76296915402368,-137.94527232314596,-294.41099438153617,-1037.9533109491076,-908.6775469382342,-373.4755442201178
227,41.25335975493541,-138.42306548374535,-292.4238621931602,-1026.3336690837668,-912.1667282665604,-372.2434376239291
228,42.11857904531946,-138.969389445381,-291.1939244394953,-1025.7755464570648,-912.1736688164754,-373.92384554913633
229,43.01956532619184,-139.3245586973175,-291.5571512775763,-987.2155483729983,-917.957012668609,-373.2312069331389
230,43.804839236472816,-139.79229455451127,-290.76531711107526,-986.0522241997846,-914.9300779184321,-373.6670055570649
231,45.651924093146754,-139.77921689654565,-290.09878427139626,-983.6348454832213,-898.1385918798155,-373.5054481699272
232,44.23796250342031,-140.51758945657284,-291.88942827109236,-983.8791924318649,-905.4676055120904,-370.9649483252041
233,42.75132215345202,-140.72007354953112,-296.5994347165356,-986.6688604867396,-906.8271464590501,-368.5650083241045
234,43.32272080464714,-140.31280630473935,-298.2843061058306,-973.1301816284362,-915.0236579044054,-367.08261125867017
235,43.05768571587328,-140.0507284832162,-299.4897535987177,-971.4218379985685,-912.3207280878628,-367.9279514326026
236,44.60178149922385,-140.12219098649177,-298.8627806452608,-972.589707867043,-911.2524907035626,-369.8676197794391
237,45.376074210221326,-139.8986231440617,-299.7913292318433,-973.4173923116122,-909.7444742759358,-370.85165834774966
238,46.949443428394986,-139.91841781547842,-300.4736190566636,-975.5153101688791,-911.4996957338593,-369.707898226591
239,49.01584256489761,-140.21709298160283,-302.0024905667888,-972.8695694333824,-912.6519264594493,-369.31889979699577
240,49.119227563156464,-140.39174188995122,-302.1305802439203,-972.9576261921992,-922.1603976265043,-369.40592284052747
241,50.65336976832679,-140.04358164163742,-303.2984641635993,-972.1283654749953,-923.6897966125647,-369.41523469003783
242,52.91786249771693,-140.0300134087698,-307.22299605167007,-972.1820996488254,-920.7149181122746,-369.91013740924427
243,53.67889523484435,-140.14864712107715,-307.48389030352473,-960.7077914952938,-914.3572859695964,-367.513294699784
244,53.547317419840034,-140.27481033285798,-306.5936439398076,-955.169065660548,-901.1548140354347,-366.5619563359715
245,56.29430035761847,-140.5835849520173,-307.91592499381176,-948.3397161167471,-897.9613220966997,-368.56120097494613
246,58.09352662241765,-140.49415910209262,-311.73359862725187,-958.4940491913243,-902.9087097405427,-367.841912741637
247,58.09806255623153,-140.41782612076426,-311.90348742722813,-964.3467406096835,-903.429339783244,-368.9620311243478
248,57.029723311929374,-140.24586450866505,-311.4218751577133,-961.085743876005,-906.9299938157066,-370.0972001282104
249,56.04194688408238,-141.98790582645663,-309.70115973290575,-959.6379209808127,-909.6144101902776,-368.8694072080826
