,0.4,0.3,0.25,0.2,0.1,0.05
181,-142.15525079684843,-135.38927997383587,128.26109570897125,51.0124108874423,-107.00108554054967,-183.32877905747375
182,-141.78486794786525,-136.14635477256056,128.24098816934554,51.87879332021986,-104.08895616533829,-185.32018879102546
183,-141.24568582988465,-137.12408085283133,127.2763414144725,53.35654686597545,-104.0628987544606,-201.63288117718474
184,-141.05577706528845,-136.13023622713862,127.01080181008679,57.157026702952386,-103.49830521105864,-201.52965145181406
185,-141.5378099277466,-134.2997717453238,127.8434514460592,57.77838932771852,-102.38006497111655,-207.21191678178832
186,-140.9604533943597,-133.91299751067316,128.04328497069525,61.34808077602498,-101.25808492946628,-219.7013750954049
187,-140.7773538358845,-134.24663140620711,127.70905982530023,64.29883350827177,-98.16761045428031,-221.7416251976687
188,-140.62133843435188,-134.3788746509192,127.3594140122731,64.64801660883278,-98.8296929463608,-222.17708809394645
189,-140.99496475391467,-134.37514404150065,127.77622302172631,65.63204805143042,-95.37701994943205,-222.3196032675539
190,-140.65285366367422,-134.17285623076364,130.75040871399912,65.13226320698273,-94.30372793783286,-254.02588236440883
191,-140.6564632961573,-134.95590237975628,131.96173996566236,68.6153015643693,-93.26104938373031,-255.3431779952591
192,-140.7305644433006,-134.48315563503644,133.3148524289992,67.30100573756688,-92.90008147657201,-271.7650731813771
193,-140.35915750092522,-136.2750589544781,134.22577259838863,69.6044049802258,-93.4341697473099,-270.91001394972204
194,-140.5805930079291,-136.14204990944964,134.1146737223367,70.9232659135793,-91.9854296512587,-283.98122275271186
195,-140.6334040284876,-136.31200396598612,135.2004734549324,74.19844764225195,-75.21429095975537,-289.2841711156926
196,-140.2872026174112,-137.80020378109782,136.24044085739155,78.16099238880918,-73.00109790033241,-297.5261507471204
197,-140.74501300276353,-138.11611950414064,137.32232185142118,80.33087078179557,-73.33158161943247,-298.01870752184595
198,-141.1535346844123,-137.61574504107867,138.66066348308777,81.27046173239856,-72.24563910238822,-298.299102270592
199,-141.27282235360565,-137.1471540631675,139.0376685034622,84.24476029773263,-72.50364596992569,-298.33760629471305
200,-141.89925796881033,-137.3044509857388,139.53280991106942,87.74651120159507,-71.38674936672635,-302.8083745783552
201,-141.7385875202518,-137.97691775298347,140.0138790783593,89.74760433429988,-69.97222151010132,-309.3586197590441
202,-142.09036943973697,-138.13592476755073,140.61504447791168,89.65016845747029,-67.85720988596105,-309.1916248217572
203,-141.97652991315442,-139.1127540609748,141.99038538231443,93.67352081651762,-66.62841716507968,-316.79068948953403
204,-141.04945061226712,-137.74872518858876,143.35207952740436,92.18344578359364,-66.84836555009184,-317.38632086118787
205,-140.45184347306989,-137.86411535340318,144.66817448744843,93.45294622327927,-66.07306043929464,-317.429518972273
206,-140.41530892142725,-137.18927213453935,145.88176021613165,92.3834905538679,-65.79496177505598,-317.60425583564233
207,-140.54168354781876,-137.83928246991206,147.01802892137368,92.00098903561755,-64.23453925162826,-316.8137123731593
208,-139.35115263858586,-138.1863893760281,148.35984396411502,93.70826999710086,-62.57272301496886,-317.6721074761301
209,-139.21130628963178,-137.99401753120347,149.1119275783636,89.9720710403465,-61.97610212451061,-318.7890841590789
210,-138.99902871625113,-137.8141161623707,148.9754307490236,92.39828012449087,-61.51033030005734,-319.0572607180144
211,-139.03386865764193,-137.54123060576757,149.02015526815086,95.27239506667689,-60.61446028473174,-319.3344780848715
212,-138.89536005186557,-136.7638184114362,146.53151274931608,92.52149088477692,-58.24469351007983,-320.0668290935695
213,-138.66366649017746,-136.65033429553583,150.22534483222373,90.70731206958585,-57.89689434316574,-320.3503428718556
214,-138.8831860690171,-136.45032216747518,150.2667080893488,88.83807067352932,-59.93615172261943,-320.16183886514233
215,-138.76492528177562,-136.79243782996272,150.33712091844544,91.11660285161744,-57.25370725402377,-337.0614725609457
216,-139.90522083348773,-137.21969098564176,149.80121439781712,93.1268551113915,-56.31198842015746,-336.9904301020591
217,-140.71631559558764,-137.96081693895366,150.24673036270352,90.42283412064329,-55.86908224996116,-336.4256746415515
218,-137.7993191521357,-137.87455094441177,149.8430538039886,88.08799868816666,-54.17711963501476,-335.63206816760163
219,-136.3795652399222,-137.72474781469435,151.29986343187264,86.40666100237395,-51.852926384514085,-336.70473865505477
220,-136.3429582325723,-137.79469646441865,152.27316879393663,88.6005780462197,-50.271624472026005,-336.9624079913352
221,-136.37999254703718,-136.3543776210199,156.281605476653,90.12497564976893,-51.173888218284326,-336.15959456623335
222,-136.0619189689222,-134.0419115045778,159.77889618281745,93.12468366224904,-50.36880643866877,-336.2923843998922
223,-136.04909437628953,-134.43376799867576,163.0108644571943,94.5241067079379,-50.42497862915128,-335.37420692371893
224,-136.07355992349417,-134.69641172198106,165.95766011943732,93.65279028116097,-49.720377787259984,-335.7231469090043
225,-136.4062097287108,-134.3076333950646,166.26098782997857,93.02560033574132,-49.926522913237186,-335.54581633200064
226,-135.55547482362078,-134.81988925840702,169.17177698396713,94.61873699456132,-48.280598901968354,-334.9953615215503
227,-135.7788475527616,-134.79691168879717,169.43373214929005,92.28918759432216,-46.368986884600545,-334.6096278230117
228,-135.97375732787748,-134.34505215814295,169.08085378003747,90.83994053287726,-45.93176928369595,-335.45692669907663
229,-136.37335796393364,-134.21873374892124,170.75450491704686,89.18695397641609,-45.27478066084699,-334.7925098741717
230,-137.02563387193942,-134.03812296875824,170.614648712275,87.50143248232403,-43.613175072156274,-334.9565859425538
231,-136.61280480987583,-134.04923578898092,167.41598409684943,89.5348892009997,-43.17624300567347,-333.31471657744515
232,-135.93997547284502,-134.3727726411247,166.7468214104182,85.7583330403304,-40.687585967411486,-332.30233766183284
233,-135.97428730872426,-133.89350888976324,167.07283642851127,83.00654186818747,-38.3295056425621,-338.2385983426869
234,-135.76440225253992,-134.25952340773784,169.74115119329335,84.27887607092936,-36.48667500494789,-337.91446837335155
235,-135.76345584236333,-134.75677321061204,169.14043747238472,82.90217945442215,-34.61503735102327,-337.6265406904092
236,-135.8142999086242,-135.03140450600122,167.04345802449504,84.28959807744418,-32.768501997398054,-337.39408177660465
237,-134.59739631037326,-134.56635236419825,166.52324980995604,82.5608057775805,-31.046366473159868,-338.67624485222586
238,-134.0963672083305,-133.88446476225766,165.9812429232479,82.03759967007363,-30.796503449989906,-341.0571074615837
239,-133.7955859310841,-135.43187150493225,165.79809169118707,80.383988927443,-30.18407782004489,-341.24145735010626
240,-133.24555189925715,-134.73521012312608,165.59703293694176,78.86343064665786,-28.526180752735076,-340.3033988198676
241,-133.4474215188805,-134.52609953051308,164.93460582502485,78.36026092152828,-26.1782678252981,-341.1894405339785
242,-134.2267964268164,-134.82884519210623,164.31471590924463,77.81947914362482,-25.27881233641537,-341.00841880567816
243,-134.00848096087154,-133.37163836016143,161.35006277574632,77.2279707972014,-24.318052431565203,-341.2053434617264
244,-133.279669989919,-132.85956545642554,160.90669168713615,76.35230460306738,-24.144650421912647,-341.5993296390994
245,-133.0654315016716,-132.6178257876185,160.7536681876394,74.19999610405968,-24.399779122787415,-341.88017905045484
246,-131.2587423510009,-132.55411048027028,159.0590009518206,73.87219308964688,-21.454169000294133,-344.1996976081606
247,-131.99429120137714,-132.36004247369289,157.66089906145984,71.0588819366329,-20.85713383732968,-342.91334141372135
248,-133.4041951472534,-132.09276745570017,155.67659066307095,71.24684118527792,-19.07282813050837,-342.8307032891699
249,-133.02209167223052,-132.08663809804165,153.43860892435097,69.82959140636696,-15.945907491992525,-342.6236801108373
250,-132.78805756910114,-132.11751963385558,151.26573778393848,69.34945091394609,-15.470818686107862,-341.7392862165005
251,-132.56876782701093,-132.1917271883272,149.21764463811556,68.15307740157449,-13.935279534386169,-339.23322404571934
252,-132.61758273778432,-132.12105867622202,146.89679944555937,69.50589970265654,-13.838302728868637,-335.68222489522645
