,10,9,8,7,6,5,4
0,-507.7648190167415,-207.00114075432117,-266.61931677066207,-196.72748579292846,-344.1671796352408,-178.07092524666277,-302.8630728541573
1,-506.27281244241533,-207.1226699572688,-267.0204647709688,-194.24005375976722,-344.131154538905,-177.83923406710215,-303.7375861035882
2,-510.03318922296006,-208.16719219127964,-269.6634983838604,-194.1058945533222,-340.58988568870103,-177.9134009672206,-304.64253694072073
3,-509.5702124710647,-209.2911344378872,-273.6739005525984,-188.28430322445732,-339.9677678199787,-177.35111007132545,-303.9668323130581
4,-513.9825061327613,-203.23441086865384,-270.2081417804135,-187.1962618116303,-336.9672278920663,-176.41220591482707,-301.9180756272704
5,-513.463593744901,-200.94397310953653,-280.29838950026055,-184.9707271137329,-335.29635648023935,-175.0606750229581,-288.181746997737
6,-513.4031735706391,-193.93630133822856,-288.2514381833201,-180.5214110518516,-329.7864506358876,-173.8373978141086,-284.1287562930389
7,-518.1494547110921,-188.5131743579053,-283.5576730737188,-178.5232940658113,-328.52139918324093,-174.86889404229348,-280.80890578047064
8,-519.694383784109,-183.18243067436157,-281.59768879956874,-178.67976781433495,-329.8841758382086,-173.94629235326053,-276.871258803173
9,-521.3605516366168,-180.63115622322036,-279.6696711411332,-179.08033979895012,-330.0345330327592,-171.1442918225182,-273.5735009189812
10,-522.5893880844743,-179.40525406760963,-276.2646622702749,-180.50752729133717,-329.13703624750616,-171.22778372319652,-253.2553343232012
11,-522.19603242202,-175.56368482009293,-273.9185960611021,-179.1658746120374,-333.8864572786061,-172.5694231954464,-247.89625985433332
12,-523.5265538738123,-177.23577253435863,-272.9906897593008,-178.76563466391474,-333.5955270775804,-171.52867544202124,-241.62730933164931
13,-521.1908954568843,-176.12135537737788,-273.94353011781106,-178.68995438318882,-333.2745629232358,-174.007547791658,-239.689475410432
14,-516.0885927655986,-176.11855898005743,-272.65570493742194,-175.68763528636597,-332.51049153225154,-174.02537308869768,-233.8645220675083
15,-518.0018720148197,-177.2641637149722,-268.52602952706906,-177.13202010975527,-329.65537339615895,-173.26120422901047,-232.08484848674615
16,-513.0020114408634,-178.8967617899597,-267.93605911587144,-175.71483748709255,-328.47110335057965,-171.9243657323003,-224.30600581926555
17,-512.4277578514226,-179.3903823774949,-265.84314248498873,-175.3645729428992,-328.9050517768275,-171.38106487420876,-216.28497606045283
18,-511.33552181342407,-181.697709163196,-261.14884465810144,-176.92014936813268,-328.01764588293366,-171.23091401504814,-213.4260273459577
19,-511.5709287618171,-185.61469813575917,-262.74705302680627,-177.2271020338432,-325.95950385932616,-169.84569417121648,-207.4351440899844
20,-504.5309009648974,-186.93126919093555,-260.35072199452827,-177.0884342364658,-325.87834046200305,-169.68467179554943,-203.953486221427
21,-505.16833208629646,-191.14915509670783,-263.33773270112323,-176.70659854224792,-324.92471026612725,-169.48332649567757,-204.38726401220575
22,-503.0974205681986,-193.70015536392017,-271.62996653772586,-175.8661240675923,-324.6822970442707,-169.08865997376896,-203.7752609326296
23,-499.48635753345263,-192.63880296115636,-278.70348004253765,-174.38368946564668,-319.76408910104425,-168.75052870961036,-203.7596268980191
24,-496.3585949788669,-197.05659028602818,-276.0559290244895,-175.0912005588202,-316.24911531980064,-168.7840288171353,-201.00973643407832
25,-494.73523967495277,-193.9675331651719,-278.3061852216426,-174.95540095865246,-315.66304075248166,-169.26276959055772,-200.2699043914693
26,-494.1417261654201,-189.88629272548803,-277.4080096921376,-174.64330625152812,-314.31045666229085,-169.33320225236167,-197.2376048845371
27,-493.98837129803303,-191.03477568954332,-274.879077291999,-174.94818808999082,-315.0915786057079,-169.8320295733182,-197.9554172384191
28,-486.95094054343485,-186.41764975432827,-272.30307259172895,-173.37216652348576,-309.4610029713421,-169.65248654768243,-196.15472987389458
29,-481.80805490814754,-184.58051555405203,-270.9715234638639,-173.77687391871078,-304.4177135386677,-170.22483311771052,-190.84892478228645
30,-470.3911762981749,-187.16980007773174,-267.5282813173983,-173.3815607871204,-304.9891577770934,-170.15789257657423,-187.95856540356561
31,-466.02992534649826,-190.27149482171757,-266.6968639148533,-173.21396476547721,-300.6763125108792,-169.837376824441,-185.2486084579796
32,-462.22884273148406,-191.37675938305017,-272.3256591177002,-172.6008566116676,-300.5761270482594,-169.64830750720193,-184.7201250662289
33,-458.29216596351745,-196.01057461076013,-274.517560217455,-171.04737446777702,-299.90113702127127,-169.80814743412844,-183.38170395167504
34,-456.0558141437178,-200.10882559057302,-274.78467737513523,-170.48301590818122,-298.75116490814884,-169.80055636654185,-181.91873947486533
35,-453.79546377374004,-205.28768357768894,-270.960670060296,-168.88329315276323,-297.22255466876135,-169.35335702308498,-178.352680840802
36,-447.38132451171344,-206.72741909480246,-275.77620247548543,-169.6892811980211,-296.62217665683676,-168.80631493868555,-169.84098189243957
37,-442.8672428162699,-209.58282114126968,-278.46991492391925,-169.11111301284174,-294.30080378464777,-170.75052871369877,-166.3222183006576
38,-434.61580364934116,-210.58573766006757,-277.4068902265339,-167.04136893307245,-291.16286241029854,-168.06048296377895,-163.3453829966829
39,-426.1784815983248,-211.2906200411143,-277.20600214920796,-165.39469649122825,-287.6378824921142,-166.94184667806715,-160.135790253655
40,-418.1982149410373,-210.3628776582659,-276.9233133762924,-161.59525838980048,-285.4874221180634,-169.231358552034,-159.58610568102114
41,-413.5351778774062,-209.99551605542496,-276.2545915383481,-161.27444098637716,-282.92340838830273,-165.68147355895724,-158.3416598507249
42,-405.1230465497541,-212.4608716804461,-273.19543603854027,-159.71206305199138,-278.7996025017744,-164.5352239203081,-153.95524028684042
43,-401.7031174251067,-213.9573974509294,-272.22705498036686,-159.00307008005169,-276.1246762918837,-164.69084679024118,-150.8448720508851
44,-393.3751319375523,-215.01056455503434,-272.25907189228195,-156.40957652672844,-274.5158182476473,-166.4254230671122,-150.4715935554629
45,-388.23972997523555,-211.39173369907508,-272.69071445353563,-157.42683463894346,-273.087933980614,-166.15737362779967,-149.58334682550026
46,-381.6323089871559,-205.3991074419445,-271.609208703509,-158.05982296057277,-271.20769559362384,-168.2190097042211,-143.60428845481408
47,-376.87643041820724,-205.53655586059912,-271.8228882114187,-155.93748720812593,-267.8587852801985,-170.15981810657235,-141.30498940773094
48,-370.8369502169828,-203.49040283099214,-271.13044693270064,-154.9973096746103,-265.70726626926324,-171.5079005419045,-142.012810868804
49,-368.21076371344884,-202.56231605240637,-271.23160831133725,-155.27066602201367,-262.88623722117615,-172.30293692564396,-143.6621084395966
50,-363.0158047798044,-203.23771490263755,-271.2358496420809,-154.87114107772518,-260.10127568070254,-174.10432883930028,-141.4618994003457
51,-357.72652742623256,-203.97314521624187,-269.27449088882446,-152.59384258089332,-258.9488982113864,-174.48021713026927,-138.8737876565297
52,-350.6751246824368,-207.07675953044088,-270.0148954791373,-149.87846067594143,-259.1279746231943,-175.8005503914848,-137.3196830345156
53,-344.8312255377041,-207.87342128753838,-267.755445680533,-147.3813642682858,-249.4063190718698,-175.43086414948638,-133.58431418191358
54,-340.1303359446927,-216.9233459911966,-267.6832643588542,-148.01904321448973,-248.02452166510483,-174.66872913689713,-135.25218725817842
55,-336.57631975050606,-221.72079918640523,-267.9322255857738,-149.4731586000622,-237.16067918655466,-172.81097497614948,-135.85457335280643
56,-331.3580032586094,-224.63818120643646,-269.4894029190336,-149.18979839787752,-229.745288717964,-174.50961425422196,-133.6797449204956
57,-327.4854089039061,-226.72013738574466,-270.712853260561,-144.71103183678844,-196.48485709189313,-173.8485802372895,-133.0058697519109
58,-326.1637575653973,-227.2652742750059,-270.8017472636277,-137.9826892309802,-193.38410571276188,-174.4188529801715,-133.6809801249237
59,-316.32256385601414,-226.9539817949896,-266.9168228247419,-136.75579477097378,-188.78881126442062,-174.84291559244264,-133.33786635844953
60,-317.12530021406945,-227.4045152964073,-263.9900800354706,-132.29604762065745,-173.63790588109842,-175.54045851885675,-133.11367653522703
61,-312.32316344524787,-226.38394138921726,-262.514150585599,-130.03447001196088,-172.12163680943132,-175.77914579944107,-133.0501602356054
62,-310.4531916436829,-227.94594086281154,-259.6576367000193,-127.9257990105586,-170.77242391081705,-176.96675061522276,-133.44117616163936
63,-306.84935695267836,-234.19224668238274,-258.696042765894,-124.371520015826,-168.28431649377583,-179.12804174743306,-134.2177104105807
64,-302.9560548556681,-237.31638886882808,-259.88642421809124,-121.11691109440353,-150.3246082903019,-181.12103785083855,-133.7950025609352
65,-301.714151780907,-240.95739370845223,-259.75180395593014,-118.58667930433764,-149.2359669201859,-181.6434858902772,-133.70328251448606
66,-296.2127902060052,-242.55843219583494,-260.00300633162567,-116.84039737679717,-146.96156918280178,-184.042927651486,-132.79524717771974
67,-293.9197784242444,-246.22118852580155,-259.39903536276614,-114.5225458959439,-139.17076891643615,-184.5681446190385,-132.22018671577644
68,-292.65127999004426,-247.320268121145,-258.2689724080211,-114.2328921532969,-137.32013504289802,-183.69734970617807,-133.2412150848763
69,-289.31703899157975,-248.18676606657598,-258.09580810512443,-112.90245993028753,-134.94702052346912,-182.55092955352652,-133.56184639362726
70,-281.88393106404226,-244.89501481527316,-255.17409380316462,-112.05267410789676,-125.0778481203792,-182.30152385304388,-133.28257031618284
71,-268.9504061391501,-244.83966051669128,-254.1415925783712,-109.15345724983816,-119.34954641305006,-184.63759394205655,-132.778141149976
72,-264.0027514785961,-243.99073875585128,-237.9889408492937,-108.79620130209223,-111.83714313358918,-186.48892994712614,-132.34356900877287
73,-260.61690314091794,-242.37447629441468,-232.7511839857358,-106.66687882867075,-110.69039885609695,-187.16484560237558,-132.36814024140642
74,-255.82784019196285,-241.72254214489934,-227.47953290849858,-105.85423603013125,-93.97440724137942,-181.10505138600874,-133.02811841764498
75,-247.25653830904167,-239.46013441717412,-216.51857263575556,-105.54385764524076,-91.06790475262613,-178.56814751601706,-132.60968724418393
76,-240.16200653499672,-237.14158304731194,-210.04963936797805,-105.31661467049778,-82.1271868840311,-178.3198989687218,-133.1032762075667
77,-235.0064660699754,-236.8659370789535,-204.64701508285697,-102.53820238046522,-75.36136158086818,-178.54058320944267,-133.9801375917751
78,-232.09295769222447,-236.07708388151752,-205.30267433059518,-101.67821094165714,-73.35619581789445,-179.06885454622167,-133.94657869033355
