,All Rewards
1319,24.288340937366115
1320,-63.646155513092864
1321,0.5966918929559171
1322,38.30543051402742
1323,-4.549676425765242
1324,9.98906110941779
1325,-20.8115008088364
1326,83.94230754804153
1327,34.267376952978054
1328,69.10793942450141
1329,46.314450694410766
1330,79.95927981528365
1331,55.90777263325157
1332,58.05677490540171
1333,-30.587161743563115
1334,52.87399268794775
1335,-23.262721403403987
1336,-38.87148213508722
1337,6.507151454066246
1338,23.907794579608336
1339,23.639209333130665
1340,70.36241797627997
1341,-57.53124965301477
1342,45.39942071992468
1343,30.11976317399518
1344,-17.90030530597207
1345,-46.6313301125483
1346,205.5445607548897
1347,0.419232481733701
1348,65.54964143613455
1349,50.935421356373865
1350,12.630209607619705
1351,52.56520793755766
1352,-2.9506298481260274
1353,-10.89869987046734
1354,-52.33799353171891
1355,15.836705015665473
1356,249.31456622062836
1357,-1.8348066567023693
1358,-10.828414833812971
1359,249.74277662351443
1360,48.37183770746185
1361,56.02184515616
1362,24.72124729609267
1363,37.51987654735157
1364,40.46912838336638
1365,16.350788021140602
1366,-6.293667286116886
1367,19.271348471710667
1368,-6.507815019998233
1369,-50.18201565924066
1370,46.84609590439345
1371,19.32517763586506
1372,33.971011254396615
1373,236.57475525765
1374,17.651659407502933
1375,-3.8563104731376114
1376,-52.91627286907381
1377,8.626898602190167
1378,-435.55463824274534
1379,133.64161001962503
1380,-46.430178469956786
1381,-6.3122218382346915
1382,43.81306032353703
1383,195.79496263024907
1384,-26.91573183123269
1385,10.641094054546684
1386,-44.151483346014146
1387,25.45150620452378
1388,-431.37007568323344
1389,15.619480254267415
1390,-517.8353287759587
1391,-829.8041629463269
1392,-12.582628767238845
1393,-700.3325588755412
1394,-856.7108629727733
1395,258.4015288365962
1396,36.051976537158
1397,-1168.0182832161472
1398,16.141551666265414
1399,-12.589248159297526
1400,311.1789503235134
1401,11.526219205836213
1402,36.37307374222232
1403,20.20123167519165
1404,16.767158610543135
1405,-1173.6079091736171
1406,-757.9581290973938
1407,-374.7869787492981
1408,-844.6365523328884
1409,-474.932869815003
1410,-738.0113767542033
1411,-266.52985195116435
1412,-618.6092053453623
1413,-743.1121688851384
1414,20.619515373566372
1415,-216.22381100474615
1416,3.4674767557960138
1417,2.722491745837033
1418,23.890679661276806
1419,45.10123398762184
1420,22.837477973910808
1421,47.77623257837192
1422,-460.3774721444575
1423,3.3594254770589913
1424,-17.449143601240678
1425,11.784350319940941
1426,36.14971674856247
1427,38.95406726570303
1428,15.719547596676549
1429,2.1111348302896147
1430,24.695537911514762
1431,-24.019437366630854
1432,5.42369506164421
1433,-19.95026788630952
1434,-51.22023297700818
1435,-11.314991074251992
1436,-0.6332786426307564
1437,120.82770272412476
1438,4.238170005388255
1439,104.1361225773566
1440,68.44103942783131
1441,-166.47856701137152
1442,92.14908116584745
1443,110.25101518391249
1444,-10.126906354690462
1445,109.2141019805777
1446,112.99504724967065
1447,93.33918380553555
1448,100.01287897079567
1449,-257.1042764458591
1450,-75.625516598831
1451,82.20125745643281
1452,104.54645206059541
1453,65.65447482590253
1454,-10.119078651426463
1455,108.0900093682684
1456,72.14625373937687
1457,87.36364889645901
1458,213.6752891258161
1459,122.38641621541608
1460,132.67313430168508
1461,143.4091343940496
1462,-37.32794153973761
1463,-49.64045701072759
1464,60.144647207082045
1465,-74.17579361949045
1466,118.09744163086584
1467,-54.47507199625066
1468,-88.78492949227162
1469,-31.39863649897221
1470,-20.9387149679981
1471,119.77244416016529
1472,104.03977212331966
1473,75.56593175483746
1474,97.00341191297572
1475,15.491495246463572
1476,-58.5152310141431
1477,-21.527797855421767
1478,114.24017161934908
1479,77.0056900065319
1480,-1.9410631070627744
1481,-6.886857218918387
1482,-138.23666792746576
1483,69.28837313659034
1484,73.13949592725972
1485,-15.495790917309224
1486,110.51163544303414
1487,103.27983152750815
1488,115.91305643366195
1489,43.27835825599385
1490,81.58553292391997
1491,77.06983432268582
1492,-187.1470124598725
1493,28.77479354676848
1494,128.8047571190593
1495,48.028866061180935
1496,30.822618293660184
1497,110.26707244078239
1498,-31.950325442048992
1499,-4.421231604450597
1500,122.96081774101468
1501,71.74078301517216
1502,-41.922737681359294
1503,55.24338764207393
1504,128.25436545045483
1505,-17.602268936929818
1506,85.80213545646082
1507,88.02561030162185
1508,18.214411953363978
1509,144.6377857672686
1510,42.77268029452422
1511,-39.30559330943589
1512,14.198093770384377
1513,91.34829423903064
1514,73.87059230028426
1515,67.00001352568049
1516,100.47132698659118
1517,-691.6186284726618
1518,102.23791939375025
1519,69.88397625250248
1520,-104.84698516257694
1521,83.96823048970543
1522,78.39742018544695
1523,-25.304871494157368
1524,110.53145452258053
1525,32.99560687142191
1526,117.84120624058944
1527,152.22320396264882
1528,161.64772259125988
1529,72.51688334176015
1530,-107.68558232950866
1531,-21.19278420160181
1532,-26.390842543982714
1533,85.75607646290756
1534,96.0077353531651
1535,28.523511580748647
1536,16.309096397520292
1537,175.49649397045525
1538,84.27491204633434
1539,145.13930960905074
1540,49.75560032300912
1541,1.97777589178632
1542,97.21039622230572
1543,109.6045709932161
1544,142.33365817515943
1545,85.25660304992701
1546,-148.90210893843712
1547,-379.8374323105285
1548,90.58637685960628
1549,125.10523700770436
1550,-172.5335467511309
1551,-53.65696241038509
1552,127.82265291393014
1553,114.76066129248134
1554,88.91705163554222
1555,96.8454658487202
1556,-63.83852464456402
1557,114.07870791790982
1558,-59.510401004822434
1559,-95.38089273512814
1560,79.78660081344336
1561,139.09694824844212
1562,113.00316197088154
1563,49.0712767517757
1564,91.67492553602112
1565,-42.8049346482224
1566,188.79465793393473
1567,122.99564030595799
1568,136.5794946018943
1569,97.67794251235502
1570,13.20324774328135
1571,26.737411233619827
1572,100.27093209749933
1573,-23.660900675040708
1574,105.56514407794937
1575,116.19524398832723
1576,130.1764911953769
1577,-97.65732304816447
1578,87.94683128007549
1579,87.88309678500764
1580,-19.36438156215732
1581,71.3225030381918
1582,205.5693296936327
1583,-214.36513510772664
1584,99.57364617818415
1585,-82.02088172988658
1586,84.19302191019571
1587,26.867767080566836
1588,80.41012600187629
1589,-21.416097228016298
1590,89.21873535097858
1591,131.88311061822364
1592,66.01958489499835
1593,90.48541128256991
1594,-31.070923444973715
1595,56.70737175644745
1596,68.62933609889033
1597,35.190900306779966
1598,93.08628325955557
1599,-58.75848113998285
1600,118.57423410161826
1601,87.03746764301039
1602,96.55902399389453
1603,60.07658438966331
1604,-41.80282081896675
1605,80.34559871062139
1606,-28.804849344738287
1607,88.65798779834742
1608,52.933075441832145
1609,193.96317456970394
1610,-33.32536116877776
1611,92.8163132152324
1612,151.11526931790286
1613,107.07526117614026
1614,27.610579817589702
1615,74.61100184149888
1616,83.96703265100699
1617,108.83669024216015
1618,119.79644946172732
1619,182.95333163788314
1620,77.66854841692835
1621,61.0697072702777
1622,150.92909519909875
1623,106.136232846577
1624,-24.843937724974367
1625,128.9540027514223
1626,193.51405677016106
1627,86.1210957582087
1628,141.7326341671651
1629,153.77016299612563
1630,87.49451023699199
1631,87.33935276398644
1632,170.69057826486718
1633,94.38910388057668
1634,-80.33672517472496
1635,203.10695677036165
1636,91.41644967727535
1637,84.90324694120889
1638,165.1607178907692
1639,63.69151989958593
1640,71.34026631792415
1641,170.833730154575
1642,108.99493686691973
1643,98.63634153691278
1644,175.6765224563858
1645,31.980460006219516
1646,94.0487692008247
1647,92.90938543247495
1648,103.34614320053014
1649,45.68749505596607
1650,94.81637528849897
1651,86.32985417354797
1652,208.78358066823716
1653,52.558673283627755
1654,76.12478478724444
1655,34.24603479998858
1656,18.4072604697004
1657,57.3874802578755
1658,112.76671024067461
1659,77.76054154584193
1660,-73.87947256111953
1661,93.45199399325956
1662,190.72143495967924
1663,83.29249933484994
1664,99.37929971860753
1665,-50.02031582372821
1666,128.34158587376817
1667,95.21771879334649
1668,-38.31936789728525
1669,87.30634641614763
1670,65.44181842458316
1671,163.50903888600254
1672,94.73783566074329
1673,180.76251856229737
1674,69.44773173671753
1675,184.93209446733835
1676,76.38119108116521
1677,-52.62370027809591
1678,219.36677269639932
1679,87.72428393118545
1680,-6.058504267482263
1681,146.73327863305056
1682,110.59428524922255
1683,35.66698071075589
1684,156.18361517743153
1685,107.61106441703241
1686,196.5185521320792
1687,68.66725760028471
1688,103.60188683217208
1689,-31.46862029320586
1690,114.29729698430582
1691,129.3066804649624
1692,149.74423323878537
1693,144.0976260535657
1694,172.25735638966427
1695,132.34385588951167
1696,138.85490463137344
1697,111.40335641540153
1698,183.78956488356292
1699,165.32797445170826
1700,156.6958378880663
1701,133.97053673057107
1702,-44.24451581177779
1703,73.41766883062488
1704,204.55107233037216
1705,220.06475662407934
1706,144.41130620844675
1707,132.9534779748734
1708,221.88007667926306
1709,95.7375953402808
1710,237.6349219308625
1711,254.55423192359677
1712,53.947102755063426
1713,-187.76755380688394
1714,33.31360316911779
1715,177.6847252377002
1716,-62.19638890489174
1717,-24.804201608936044
1718,-103.86546794134473
1719,169.56991370397057
1720,173.85926786246438
1721,184.94149373325996
1722,-299.76090743066266
1723,130.68083959506095
1724,36.13861443011257
1725,263.6274621246764
1726,30.370797588666235
1727,244.54719374685524
1728,-131.2569890902752
1729,-134.56795328835685
1730,188.20116813806732
1731,-325.458738592545
1732,-77.36515561124945
1733,-19.63403688311965
1734,-11.321923587392682
1735,24.787553274543626
1736,174.00575329533893
1737,164.55949157474902
1738,126.86341222307587
1739,-62.59169458855496
1740,176.90234068468231
1741,-427.7973884366932
1742,214.2954141350766
1743,-67.96138205673998
1744,-96.96940421671691
1745,132.26305927739008
1746,201.6807353165595
1747,187.024427302013
1748,158.64596169313523
1749,233.65893243285504
1750,-143.1651923025732
1751,108.54557887327618
1752,117.14566769681514
1753,-24.75494451017805
1754,161.20524397574593
1755,136.48123065058317
1756,72.03454612794319
1757,195.40148683476116
1758,-198.3737696688268
1759,145.64350440920475
1760,-87.86202282878217
1761,-34.351777558346086
1762,160.50204978928846
1763,116.54058703802832
1764,130.15940909561712
1765,127.19344082301775
1766,37.988947877227766
1767,-191.082574357045
1768,-47.36768721371372
1769,-31.16576099655174
1770,25.303692898409523
1771,110.16427299781394
1772,122.85260550550629
1773,109.00413818595324
1774,99.11064424175854
1775,114.03369659315513
1776,98.92652900675827
1777,121.7079257884528
1778,239.7834369980997
1779,131.2392111436912
1780,109.99017005115354
1781,97.29832350655236
1782,168.38360339373742
1783,128.45635963409708
1784,134.81133781888994
1785,79.55365325759303
1786,94.31736746062333
1787,139.96700569914495
1788,122.38946521286745
1789,148.93610605285232
1790,107.56256194111539
1791,-11.491851733963486
1792,219.15059500217356
1793,92.95504287012088
1794,115.87521882332933
1795,114.82727861567686
1796,94.37058961224972
1797,103.17688560562738
1798,88.18450522369511
1799,100.70175542644549
1800,123.46095377128144
1801,109.34182859730964
1802,93.56987758948979
1803,139.9630702031631
1804,237.0280240596397
1805,5.264363494601525
1806,115.2102568577243
1807,114.34451784889644
1808,183.36225413737245
1809,131.02755447238323
1810,91.74148309989877
1811,209.11532870190052
1812,94.47368300401872
1813,115.18348582131097
1814,136.17082804376375
1815,123.7227059728547
1816,107.51511032818708
1817,134.83967299428122
1818,127.75645160767138
1819,83.28240708652282
1820,109.04280511556361
1821,74.5373299006196
1822,235.59463723447237
1823,85.79445823278473
1824,58.508802887810155
1825,115.27426669800548
1826,183.2251076132681
1827,-39.38798575199601
1828,213.38190758182867
1829,-24.56958272792299
1830,60.911257221412015
1831,186.74450465423956
1832,157.62009350124316
1833,13.587392320311665
1834,119.84287964784583
1835,101.6794129716864
1836,113.35530437680852
1837,108.0098878290881
1838,185.14403995164022
1839,111.86458596877287
1840,123.62875362394182
1841,91.45034902793199
1842,112.55118874538807
1843,221.86076069383145
1844,105.6596552652045
1845,74.35438058636997
1846,110.03710216483091
1847,196.8730662476077
1848,98.28773343156904
1849,119.7061545602168
1850,209.40567661293886
1851,138.54314417999703
1852,213.67901327042733
1853,103.61472476311474
1854,90.7081044613201
1855,-27.561130859097062
1856,76.20502728121994
1857,129.7527133383988
1858,112.00174035643828
1859,131.8145005838983
1860,228.17683962040243
1861,209.70832862939676
1862,204.588806214369
1863,225.62818781686298
1864,86.45422602191861
1865,104.04201604016032
1866,123.1027582269104
1867,149.00278690965914
1868,139.1910265072017
1869,173.2033015581393
1870,-35.17821592143764
1871,132.08560518640914
1872,164.2001098853587
1873,113.35467741453101
1874,129.07613692931332
1875,192.89675626147402
1876,230.25377893628527
1877,209.9882761893843
1878,140.13669806812524
1879,89.66944794168514
1880,-20.936504466802248
1881,227.33010033934772
1882,123.58337000188689
1883,127.89009869004522
1884,232.14658700037697
1885,-6.236959507435003
1886,117.9259227740842
1887,-5.738644688105026
1888,248.7087733328616
1889,239.0956237352197
1890,114.94241540542605
1891,143.3339562482322
1892,88.03778882441273
1893,-41.314483641508204
1894,107.35116237436957
1895,84.95403317443395
1896,10.17153177150007
1897,138.83022923868967
1898,100.27500805008987
1899,100.4259178477968
1900,-1.8760367650075835
1901,120.02919278217448
1902,222.3660047334725
1903,109.58907317822543
1904,122.73367008934191
1905,201.6283652401762
1906,82.62420563580828
1907,239.1722651211432
1908,-92.91938388964842
1909,118.422911495032
1910,114.71901781991858
1911,193.32596430593577
1912,198.07502387590733
1913,185.33353694413393
1914,197.04214577035992
1915,84.9087734741258
1916,216.1390885969273
1917,25.363309559554963
1918,125.42044063956318
1919,202.91380104227613
1920,78.87960585791663
1921,144.43220252518532
1922,-30.55682405009476
1923,102.35478168957188
1924,12.493149675233639
1925,191.77608446177192
1926,-40.0885841237818
1927,-2.037465185547859
1928,62.04966650628867
1929,2.3622106819948243
1930,109.9506603417431
1931,130.95244129214302
1932,206.72227632291109
1933,198.17608317388002
1934,21.10709948460301
1935,28.594073598136276
1936,131.77505509024937
1937,102.96725403512217
1938,138.1849322912468
1939,119.60028515716765
1940,242.30317727853065
1941,10.633836870832752
1942,121.33259856909459
1943,131.24992394195854
1944,132.41172523812122
1945,117.18515165215797
1946,123.51475298839595
1947,121.17171576306563
1948,147.85845561955992
1949,109.72194368586545
1950,-4.333214472478559
1951,146.756613073742
1952,120.57282006016692
1953,117.54730059409957
1954,-6.854172187087769
1955,129.96337898486888
1956,120.26459024750746
1957,143.11598029144218
1958,111.27089280115682
1959,206.99434546683705
1960,142.21669138800215
1961,219.39149330257055
1962,-41.042802810405064
1963,114.43724234388333
1964,118.70497877928884
1965,133.65120480504348
1966,-18.409182762599315
1967,143.03344039789795
1968,142.03085807813179
1969,143.2369360632641
1970,189.0105192974853
1971,131.32715019332628
1972,238.3171208285982
1973,-30.933596238358916
1974,23.414593497784693
1975,220.90032643835352
1976,125.63433778785314
1977,111.25760780923285
1978,122.65855724174986
1979,126.38577634328222
1980,139.76504933014587
1981,109.33831550115163
1982,94.60019620034197
1983,117.79411168004755
1984,226.87409999470458
1985,146.53668581082712
1986,115.38081018167642
1987,163.61312526552985
1988,118.32998816732494
1989,108.29331541849386
1990,210.2747563977045
1991,95.69877312893497
1992,104.7032292336304
1993,129.69478486038392
1994,211.65420113426785
1995,141.95968382916124
1996,188.84329893266937
1997,113.20957421156874
1998,207.36042507191684
1999,125.79239116272417
2000,148.70171761352765
2001,100.22311298114589
2002,220.21510080501844
2003,126.0714523841919
2004,-20.14606359449502
2005,119.0851709130465
2006,216.28827166136935
2007,141.66932052211544
2008,126.2080660702464
2009,95.7861438659776
2010,43.73768732077517
2011,130.59544718077217
2012,214.4110183056276
2013,68.26221757393782
2014,103.6789217569721
2015,137.87649364004614
2016,146.56138380435635
2017,145.85334440215337
2018,90.91456263003825
2019,131.762176038655
2020,176.49869225168868
2021,119.34925770653685
2022,2.83221835558939
2023,107.5469459644327
2024,240.18640936473216
2025,193.5048241916112
2026,247.82124203827857
2027,137.46202676088538
2028,211.46531193103786
2029,149.39077249384806
2030,253.83654565010778
2031,119.64564980877651
2032,124.36920877290567
2033,111.51395485849122
2034,98.59221396558281
2035,228.1013918572352
2036,130.7588186134511
2037,119.47468591916066
2038,76.32770085255467
2039,95.30332066150875
2040,142.96802865453816
2041,157.0523538059959
2042,123.21417036075016
2043,140.97110730808348
2044,109.03195678207105
2045,200.36319343105166
2046,115.8880345715817
2047,138.51865670197895
2048,29.35908315675394
2049,97.87451206300621
2050,75.96706754042695
2051,90.15748018905393
2052,-49.26257334064789
2053,-71.66241348503955
2054,129.87182929040264
2055,-2.414603398065225
2056,-118.7667927592195
2057,21.731457695420772
2058,24.757655385062378
2059,77.90836134509223
2060,-5.240614990440648
2061,59.96399842739971
2062,-2.5779703881465594
2063,82.17591683849797
2064,120.79349827843288
2065,5.301967583110738
2066,-65.66471119552867
2067,208.06582835567417
2068,35.128461023462194
2069,121.8123814653571
2070,149.3039317170888
2071,68.79898445001965
2072,103.84307968864542
2073,127.03564531001908
2074,67.59591607360855
2075,121.94999500755526
2076,99.80626960631153
2077,119.97275604422423
2078,93.09613044011385
2079,148.22299991503763
2080,104.48360082280458
2081,227.4101904544678
2082,200.8994346624437
2083,-4.828577470889542
2084,105.93394388957316
2085,120.19042786174641
2086,131.54009330190013
2087,128.98694736410275
2088,108.12338245845636
2089,119.8112540586633
2090,111.72352137788604
2091,131.60776607333148
2092,-10.788295597379843
2093,110.80994374194742
2094,209.66949065842874
2095,-34.31572129815086
2096,121.12856889215873
2097,1.1046864988170597
2098,143.8888881051519
2099,99.98850237134864
2100,121.00883568390917
2101,144.3871419363246
2102,69.36304364893405
2103,6.030841427058618
2104,-40.15980938748895
2105,172.48090974459845
2106,69.24105988446857
2107,142.14843782162674
2108,201.10922052380914
2109,106.07199452302368
2110,108.95217148096714
2111,72.61212488827212
2112,21.90439225518989
2113,215.4044494729348
2114,-48.09280851596192
2115,214.80415587998112
2116,67.82008241908495
2117,107.93451773868468
2118,5.4494668606945
2119,90.9162324594329
2120,198.63228898501495
2121,1.2443910292439853
2122,148.0833582737187
2123,112.56320840851618
2124,162.3231479313974
2125,-66.64214402263013
2126,112.45250887146493
2127,157.85590724598512
2128,1.4000883185885726
2129,-23.643798266060486
2130,121.25199911629714
2131,97.2479907559178
2132,-7.38638821567703
2133,149.8155979805299
2134,40.49155836937723
2135,32.59319326335793
2136,218.60932375611725
2137,132.6860947473331
2138,91.79031381556803
2139,38.200687873506894
2140,183.44384356674246
2141,112.50072384948352
2142,-28.13978373530604
2143,116.09596597709536
2144,66.2864384471579
2145,181.38903167910874
2146,196.76815558942212
2147,138.98350898454407
2148,70.29130883595423
2149,89.01119352343046
2150,138.097701098451
2151,123.05289065927478
2152,226.45507424490202
2153,71.24666384610609
2154,216.69488156190698
2155,193.72508728841296
2156,99.63854454626367
2157,80.5908272046465
2158,-60.707583358973594
2159,-10.359643784718898
2160,2.0712404604322927
2161,104.46612115257399
2162,121.04238786366281
2163,17.489488010232193
2164,58.67644977064654
2165,92.71292759975378
2166,-29.885640248948363
2167,-26.115252144192752
2168,139.08127518538245
2169,203.53861374792714
2170,110.69473138328661
2171,108.03560975310968
2172,-31.56878394978183
2173,-34.65547304866162
2174,161.76701714437826
2175,96.47501710310505
2176,-41.724657700107514
2177,121.39721217575973
2178,31.908097110262702
2179,150.92043716728003
2180,87.12447446782217
2181,122.5140972286249
2182,-19.017396407751292
2183,158.3733891529256
2184,31.869525562511228
2185,12.635795014626922
2186,3.2428361438473416
2187,171.8920509476289
2188,146.9881251898108
2189,115.78847657530247
2190,146.33196543301273
2191,127.09274456126928
2192,148.19445454591565
2193,122.61868772366209
2194,124.18654792679934
2195,148.9697862777497
2196,110.77855667629444
2197,106.30892787654432
2198,138.06668037938203
2199,-27.15385435515718
2200,121.1870808695339
2201,147.24912621463406
2202,214.11318039956734
2203,142.05718435107073
2204,117.41976861799856
2205,139.4899344778417
2206,-22.6555889370228
2207,-7.900101678907319
2208,117.44522563425843
2209,132.17730492020982
2210,110.66062261371287
2211,111.46732681349117
2212,221.93579838313337
2213,120.88637774788823
2214,199.93796427932244
2215,164.80361489677094
2216,122.162168433625
2217,136.0480449281381
2218,86.22461311974804
2219,-7.4729181207244295
2220,232.78815097274224
2221,176.72351323452096
2222,268.03486326122356
2223,143.75839537658064
2224,67.09762415460006
2225,143.9758354364172
2226,218.41827387036898
2227,12.527851718448275
2228,141.28859080360593
2229,180.02305985181854
2230,221.0801099630359
2231,123.70920050314946
2232,8.518650941364214
2233,195.01433581411573
2234,211.26970874350235
2235,149.03982066727679
2236,221.49045167962845
2237,-3.435604306219801
2238,8.297916958988026
2239,67.16316468382716
2240,133.02335179414555
2241,145.57536323450515
2242,139.0237069499754
2243,125.22024843823162
2244,24.765619586698392
2245,-29.050622238111274
2246,-59.77022895730062
2247,149.01328996402054
2248,-9.010741576044168
2249,140.35431941520952
2250,156.13334255129618
2251,-73.55803006514991
2252,-25.410672355220854
2253,128.23930680835588
2254,104.94324418998639
2255,124.79280614723942
2256,125.6273187978484
2257,121.71633172032809
2258,271.49901819876897
2259,193.7722268798882
2260,251.04616340945907
2261,101.82637381265256
2262,132.49477818002714
2263,94.51697003915024
2264,242.50501487972352
2265,-6.316748698854241
2266,140.07902010739596
2267,114.74470205639042
2268,181.62086555288897
2269,272.53342390783524
2270,193.3544207949531
2271,148.9525303168316
2272,-82.89992051399469
2273,-21.77003555414784
2274,113.63496295991744
2275,-6.5524283921706825
2276,283.7743229987051
2277,238.89449678678716
2278,221.0228230170936
2279,272.85463338727357
2280,251.15218389015794
2281,-73.24853957536203
2282,188.88614521916253
2283,-33.18367756406994
2284,34.12503216187116
2285,217.28732613265475
2286,189.47401712170813
2287,-31.435646724764965
2288,11.135008041841985
2289,227.064362865799
2290,113.91568656795286
2291,-1.2181443980334734
2292,23.97794383896104
2293,-15.104012032841197
2294,146.40407056178603
2295,184.5631602920484
2296,120.52651951880945
2297,158.66699109830574
2298,249.95263218654205
2299,-21.7330685146606
2300,274.29277254716766
2301,-37.545249260234854
2302,192.152190076801
2303,80.73774362818952
2304,124.04600521023801
2305,-68.2378352072477
2306,221.6177797922012
2307,25.18305099572717
2308,27.858447173818362
2309,280.0821532876497
2310,98.29037088011924
2311,36.367391712185395
2312,52.43531886358292
2313,115.40786673107007
2314,263.04569136635655
2315,237.0766906587853
2316,258.5990545656147
2317,-22.32628813031785
2318,228.6329294354952
2319,37.37552773395251
2320,57.64012901019258
2321,58.39279800897819
2322,10.807982106457956
2323,151.05981874913226
2324,33.95404622996685
2325,101.10000810317999
2326,134.12652764074681
2327,32.361939006159105
2328,96.6924024023163
2329,142.74536590981134
2330,200.6036488478597
2331,-24.096178085060473
2332,66.24421090122021
2333,231.25990790917783
2334,30.78335641087415
2335,126.89000859185633
2336,81.69496556975818
2337,63.865717468692615
2338,-69.18922497103325
2339,124.31110299170595
2340,135.85109500345607
2341,225.8107024120917
2342,196.91716309050355
2343,89.57504294968159
2344,115.79660747644617
2345,-116.0549960960025
2346,121.75626582952017
2347,210.12165073074993
2348,42.72695496769799
2349,-11.267273753123874
2350,-16.959216358440074
2351,17.418922304168035
2352,-0.21649154522766878
2353,147.4731997899811
2354,85.03262704244597
2355,1.015835530949957
2356,109.08298992444452
2357,204.27957689189483
2358,17.40908701841414
2359,-15.051191097068468
2360,38.71841726648589
2361,107.79462781421326
2362,137.65401498249935
2363,41.1457775788446
2364,90.77930016620779
2365,-26.946683102895477
2366,-14.867803266141365
2367,-13.150775702859406
2368,94.55546266602366
2369,-51.4115042682811
2370,125.34073608280352
2371,136.9247886803777
2372,-98.17259509007832
2373,65.76636391894309
2374,180.98485434327947
2375,6.403061782144675
2376,98.03430271410845
2377,-94.09842183686453
2378,25.266777801073673
2379,25.872188086215374
2380,164.1643163466266
2381,34.36128538302964
2382,8.368548027131624
2383,20.690496845179865
2384,45.92407231911977
2385,-36.61229418092914
2386,148.19680299351532
2387,182.60827086756922
2388,12.159295926674588
2389,132.77728072485098
2390,34.08296829262278
2391,127.6282996691597
2392,30.824190397538075
2393,201.0222370386113
2394,204.03937285381
2395,70.1219096661884
2396,119.03108279844572
2397,30.082784332502058
2398,134.62695780821346
2399,73.99602815965501
2400,144.6800806009212
2401,101.57179387218264
2402,131.38841770844343
2403,-59.89000195307021
2404,24.810212518790905
2405,79.18409976089904
2406,121.99698760406841
2407,11.90502622614558
2408,0.843575011881839
2409,-89.70084732065992
2410,96.80036562838555
2411,-79.87615508583472
2412,-16.92223868231636
2413,-2.0442297540338785
2414,-68.13307614605499
2415,-18.802038661120008
2416,-82.29715331726133
2417,-11.15532261102625
2418,-60.207069293577035
2419,144.53244807717238
2420,144.5793789773881
2421,134.89913191329632
2422,164.1246406956194
2423,-14.13137840827855
2424,44.97930220933432
2425,64.103485418416
2426,98.38192452488111
2427,118.09442728228059
2428,36.92810635370302
2429,36.57974210458289
2430,37.54145067890323
2431,-64.46208608986107
2432,-28.755394728523868
2433,-12.836185153526841
2434,25.11570348504361
2435,2.045126745254805
2436,-80.32689767454856
2437,94.442865648919
2438,-71.45318100310477
2439,-113.61233794994185
2440,-102.3180922186115
2441,7.528295019203767
2442,18.812475791648467
2443,125.0826958558097
2444,-23.295576936201243
2445,208.4777492328029
2446,182.69139482059842
2447,100.99575145373686
2448,166.0068232308198
2449,146.80403842034406
2450,-34.07385311454422
2451,58.68116916396963
2452,54.677767632254614
2453,156.10176054434217
2454,-55.07533613073029
2455,-23.55146798086558
2456,139.48343542593284
2457,108.31919171253644
2458,126.39307970683272
2459,-6.44039093420208
2460,136.4499698127277
2461,-42.121833946483235
2462,-0.18576420681937833
2463,3.461530906244164
2464,79.62733575889732
2465,112.29429261999746
2466,35.944205725707
2467,-12.986013202094668
2468,-64.41472572767019
2469,-25.239116471062047
2470,91.58132682169654
2471,-16.385724191457424
2472,-94.22653823228504
2473,60.188661742542266
2474,165.5209616325604
2475,72.04552104598767
2476,104.48015534160211
2477,188.6469109399149
2478,120.90015821591906
2479,-67.00266475391435
2480,131.1848068708459
2481,-59.43796005867202
2482,-10.46514897542987
2483,138.268071499356
2484,-14.497135888866069
2485,21.661333899895048
2486,-73.6442997516064
2487,116.21389718567322
2488,92.66398183454147
2489,146.00921687885761
2490,-14.230664494953146
2491,163.3108550103923
2492,149.31331668844686
2493,148.85505534039586
2494,111.75598204560062
2495,-116.62577957656956
2496,97.16344046859786
2497,-3.202422759295615
2498,149.19431584853757
2499,-86.63161570411853
2500,-52.2308550306156
2501,56.88710160806606
2502,153.24746548205925
2503,220.5273955183448
2504,-70.44231862162513
2505,-211.78169205356335
2506,-65.13080583827556
2507,115.30788976011254
2508,227.47084248215185
2509,41.04393710465956
2510,87.28388368752121
2511,138.5525342063147
2512,10.811375932827758
2513,-20.054196993098117
2514,54.51492393624602
2515,-72.13890847550049
2516,52.96345788891499
2517,105.58108834959134
2518,129.08143957739424
2519,-28.109631511207198
2520,-47.02315971796412
2521,166.95170791823813
2522,-75.40065561598443
2523,-58.051535116139405
2524,-18.978695405324643
2525,-107.65673522027556
2526,-8.80398335504529
2527,75.25801115887809
2528,151.24922949020691
2529,-43.0474602858701
2530,116.05708779321708
2531,-85.57804384726424
2532,-87.4172833200061
2533,147.32878273684938
2534,67.11722629850031
2535,139.92805784511228
2536,-73.45015017535202
2537,89.84268288646035
2538,-13.339823438629097
2539,22.563838040157535
2540,190.93573981723716
2541,110.45852763888519
2542,139.90776700389503
2543,-79.9740774325336
2544,-71.12221259039256
2545,-82.16203015884341
2546,170.2535343544484
2547,130.59673889510412
2548,-94.64083930513351
2549,54.09426568129098
2550,140.2272233912832
2551,84.76673227925802
2552,152.3360818236692
2553,-132.6787202433577
2554,176.68970563000568
2555,66.58693976969649
2556,183.37857014330189
2557,-69.66399062130132
2558,54.37139469183997
2559,67.41477287967204
2560,-56.783842938707345
2561,-48.44828967305176
2562,106.93740557723947
2563,153.39194265379948
2564,-66.38378715449237
