,Mean Rewards
1343,-89.4721005087854
1344,-88.67078798868624
1345,-88.59305399917342
1346,-87.03459967824216
1347,-87.96009481329435
1348,-87.03089530005633
1349,-86.6862629247097
1350,-89.76665990273204
1351,-90.64921716479654
1352,-90.35285666960779
1353,-89.27788585052059
1354,-88.5123541035569
1355,-88.09016495475396
1356,-87.16763191122794
1357,-88.93931503604048
1358,-88.04733048050885
1359,-85.80229344091258
1360,-87.07585704499354
1361,-86.2328440790513
1362,-85.3589711866724
1363,-85.97946307503071
1364,-86.8510664106115
1365,-86.65431122237435
1366,-87.55957703878065
1367,-86.31566594961085
1368,-87.05313015429044
1369,-87.87590129901317
1370,-87.6880675074105
1371,-88.36591561613443
1372,-87.3614429508914
1373,-86.66075534220218
1374,-88.27084357723027
1375,-87.47732605217554
1376,-87.28384799497954
1377,-87.33983757643021
1378,-87.64138454100633
1379,-82.14343644238542
1380,-82.70979564251637
1381,-82.26490448888738
1382,-82.27065084269424
1383,-84.09114812520426
1384,-85.35621402014085
1385,-84.35566174255592
1386,-84.61703059227449
1387,-83.07039940438402
1388,-82.29211615115415
1389,-76.81928482998521
1390,-76.54269604996794
1391,-70.54848743296921
1392,-61.47974746027905
1393,-63.22539129720539
1394,-55.934317772982325
1395,-46.079161572063995
1396,-48.18288819981814
1397,-48.2351817822531
1398,-35.45232822568384
1399,-35.93324699676698
1400,-35.851566831218506
1401,-37.733748157043486
1402,-37.131602518950125
1403,-37.91456063318594
1404,-37.56413907351712
1405,-36.449267005117996
1406,-24.88921060275111
1407,-16.4516079572126
1408,-11.823482066703377
1409,-3.194972423840846
1410,3.0007341319818726
1411,10.808574702469151
1412,13.08081728888643
1413,19.4088902800439
1414,27.753494911285593
1415,28.286005680552776
1416,31.118243925857044
1417,32.088282428164995
1418,25.144871225980015
1419,25.928343623304745
1420,26.17617104595355
1421,24.89932641458867
1422,25.261246393702013
1423,30.648995317001052
1424,30.362352347288894
1425,31.642158328527103
1426,31.85427089404191
1427,32.671185788962184
1428,33.803877155931644
1429,35.263158905877475
1430,35.96721639099218
1431,34.643405188581944
1432,34.67167172023224
1433,34.35352634417597
1434,35.41058978766814
1435,36.882869470969865
1436,37.281254497519875
1437,37.45067824792139
1438,37.99736616038469
1439,38.79773358079415
1440,39.207765451111094
1441,39.02091106006288
1442,40.70547448909444
1443,40.756087639659036
1444,40.74962319775207
1445,42.274228843050565
1446,42.03465385374407
1447,39.41568229186298
1448,34.683916130702336
1449,34.58965110959045
1450,38.41174624412608
1451,37.44266594260309
1452,36.0840837439349
1453,36.31684575246825
1454,36.807907617134035
1455,37.79826892000372
1456,37.685823484808246
1457,36.32597570096883
1458,36.59312629118334
1459,33.861269389876945
1460,31.683596300371494
1461,31.15473096548908
1462,31.111609104033004
1463,32.6149201391392
1464,33.602037476764224
1465,33.91734026005362
1466,34.231048849766296
1467,34.93802101279699
1468,36.71272813581908
1469,38.96637237676073
1470,40.257138166874
1471,40.59855779398679
1472,39.66820746472134
1473,39.63051906446313
1474,38.63825074016435
1475,38.72386806181409
1476,39.73090554923272
1477,41.61782277132792
1478,40.856527519400494
1479,40.59359411600776
1480,40.70236818379252
1481,40.52813499924157
1482,41.310228601812675
1483,44.74828857802365
1484,41.911753495580484
1485,42.17609499808974
1486,41.51084408996397
1487,41.24765795463558
1488,40.48353731016616
1489,40.12850800584831
1490,39.481563451008206
1491,39.55789547527879
1492,40.106028238234174
1493,42.63769421178287
1494,43.25480038914088
1495,41.65604358350055
1496,41.742828640453226
1497,42.12089581850553
1498,41.37013409716552
1499,42.620500184181566
1500,42.07712768882624
1501,42.03326185243227
1502,42.18622869871066
1503,43.57104631546319
1504,43.61937828293909
1505,41.91880642024487
1506,42.89828509672039
1507,41.752215248708396
1508,41.75853902367566
1509,42.10572565856034
1510,42.59897954658469
1511,41.837999131951676
1512,43.15921819719835
1513,44.52838995267354
1514,44.68565962204464
1515,44.22305949721769
1516,44.29916938037588
1517,44.13412643702003
1518,52.138679624168255
1519,52.31426492484803
1520,53.44495847870183
1521,55.27011381449688
1522,55.041128582302605
1523,55.766445332439126
1524,57.08085637584646
1525,55.72710245337091
1526,56.686686412170914
1527,57.44341491746663
1528,56.78239383542223
1529,56.58324295118129
1530,57.39577574772495
1531,59.34757667338995
1532,60.43289804304583
1533,62.40371225113434
1534,62.490042525311026
1535,60.726597920032134
1536,62.472432371928264
1537,63.22350590472582
1538,62.317573434433335
1539,63.12643149287769
1540,62.311953595783045
1541,62.52780025573219
1542,64.21635979836009
1543,64.33420520480621
1544,64.22452291024318
1545,64.55795155305543
1546,64.02519012261837
1547,66.45469890401098
1548,71.18216708144102
1549,71.30976474485026
1550,70.51558732533287
1551,73.18908654572918
1552,74.58895471156849
1553,75.39856398911157
1554,74.77654410902304
1555,74.64862144054005
1556,74.02262713005274
1557,74.84508498119538
1558,74.27817270459504
1559,76.00094381705001
1560,77.73235815985973
1561,76.19569742611408
1562,75.73924788356227
1563,76.51643061345024
1564,76.85864283928098
1565,76.93568658110684
1566,76.86353276935178
1567,76.2590020487501
1568,75.981222833624
1569,74.23223420863219
1570,74.12851824767013
1571,74.65090395448316
1572,76.01862023100698
1573,75.96328926663942
1574,78.0075234590128
1575,77.64634933560048
1576,78.3337178403906
1577,77.79576483924848
1578,78.24610106694917
1579,79.56030048111239
1580,79.55871235257419
1581,79.69177112552093
1582,80.44587888146953
1583,79.49612843702543
1584,81.99644959521025
1585,82.56254928520273
1586,84.45886874667193
1587,85.58212404889076
1588,86.00011895408794
1589,86.23203656239089
1590,86.13151133173898
1591,86.38229694807224
1592,86.35653264653962
1593,87.1937791299775
1594,87.72990127768747
1595,89.76318407603384
1596,90.5195489173645
1597,91.22180460268933
1598,91.98392916377554
1599,92.89096198001562
1600,95.13182653593252
1601,95.51304257379701
1602,95.9823732646726
1603,94.57433786661589
1604,94.7077487110255
1605,97.1712876425189
1606,98.56847922165348
1607,100.30064077718532
1608,100.74359567895061
1609,102.4330656913249
1610,101.45080989903065
1611,104.16041273002706
1612,105.77779191711072
1613,104.80611025148234
1614,101.85768210165206
1615,101.91471233516735
1616,102.94544956912938
1617,101.48381535357039
1618,100.14740643505942
1619,97.9107872610287
1620,97.77695308168957
1621,98.73886027614493
1622,99.97757814077477
1623,95.47067811447715
1624,95.716124181962
1625,96.32594970351288
1626,97.67268429724541
1627,96.04125170543048
1628,97.62551268531695
1629,94.89561645274253
1630,92.0122352898977
1631,93.01930186890846
1632,88.89132095534316
1633,86.41076361658199
1634,85.27053220894499
1635,85.96068022481833
1636,84.17748618986013
1637,85.00337922604078
1638,85.7999416723762
1639,85.41696861569926
1640,84.15413647081783
1641,85.20975721448542
1642,79.22344602857274
1643,80.2764508012543
1644,78.61047356531779
1645,75.88401429858676
1646,76.88684029129848
1647,77.96315995245583
1648,78.90431037115121
1649,79.45730855607727
1650,81.33702292984614
1651,78.95720725393544
1652,79.17936450093272
1653,78.2629853712185
1654,77.48984919328045
1655,78.34065378516546
1656,79.36300574367141
1657,79.89927860025382
1658,81.27941866602268
1659,78.16801386692768
1660,78.8468434955613
1661,78.70701799288467
1662,77.42898027736864
1663,77.12678642566472
1664,77.45926730269649
1665,77.76706839646657
1666,79.53920596293405
1667,78.63567958296863
1668,75.7726766514647
1669,75.68219345830043
1670,74.49747238417343
1671,74.09609112891171
1672,73.5626434700298
1673,73.84379116847744
1674,73.12620736471398
1675,73.4228364897644
1676,72.71385251102257
1677,72.9393058902785
1678,74.68262215094397
1679,74.88678879396099
1680,75.32193806608606
1681,76.48242480927243
1682,75.98807525800744
1683,76.56596843945259
1684,77.49386222868598
1685,77.28013945510057
1686,76.99956534350619
1687,75.97755349679163
1688,76.69055097778022
1689,76.87842676158718
1690,78.68247402504775
1691,78.61512667461585
1692,77.20714135262659
1693,77.90120497026048
1694,77.38977913842602
1695,76.82595776276267
1696,76.65079199002432
1697,76.20594883983307
1698,76.12368413173533
1699,75.16763353513666
1700,74.52137134488403
1701,74.18902250371617
1702,73.94273542238356
1703,75.32087935639623
1704,75.98633337012161
1705,76.3111028874143
1706,74.16309895611953
1707,73.8710884626123
1708,73.68499886135254
1709,73.29982063593363
1710,73.65272022725466
1711,72.19378583894502
1712,71.73939680672805
1713,72.1446626092176
1714,75.17417300549954
1715,76.202745254246
1716,75.66312506159755
1717,77.36024005392834
1718,78.95667879996051
1719,81.27289799545066
1720,80.4100229292762
1721,79.76185830180718
1722,78.65781666348077
1723,84.01137211013213
1724,83.56250829650936
1725,83.78621018108635
1726,82.30267822681962
1727,83.83122132706565
1728,80.99186953207713
1729,84.43825849879816
1730,85.53824220440251
1731,84.26534309523596
1732,89.38737552770381
1733,91.73722801882876
1734,92.06944231086305
1735,93.38109034321546
1736,94.15000894018686
1737,93.54350445100155
1738,92.97800841354494
1739,93.56081469083057
1740,95.30537749640389
1741,94.77264162579648
1742,99.9651190004427
1743,98.94767674654584
1744,101.84589817405154
1745,103.87218876887077
1746,103.29310198196053
1747,102.37666565044329
1748,102.47515203989923
1749,101.87156975728357
1750,100.73204197855718
1751,104.25775066771229
1752,104.55772632077951
1753,105.52305977651564
1754,106.80675646924855
1755,106.1017850741043
1756,104.46136145900749
1757,104.50306627054026
1758,103.84657853557664
1759,106.95033363582928
1760,106.81204359757623
1761,109.97243222206808
1762,112.4130332839455
1763,112.85390084819632
1764,113.94477685598467
1765,113.50772502524768
1766,113.27621077741911
1767,114.12734888091595
1768,117.528202493583
1769,119.39378963079214
1770,121.43748025633906
1771,120.83266116814059
1772,121.05187449002653
1773,121.46534953382505
1774,121.50885492611081
1775,121.80850985298638
1776,122.59714044966955
1777,123.9104129489648
1778,124.79321645297412
1779,123.79674906367438
1780,123.3810514316543
1781,122.07178468647474
1782,123.3721024548027
1783,122.92410012088419
1784,122.91843751144366
1785,123.89179000325854
1786,123.03388387560828
1787,123.2699694287429
1788,121.8129129248704
1789,123.07610600607033
1790,123.97770118289401
1791,124.05149971753711
1792,125.59975779735909
1793,124.2886297355815
1794,122.94593447046518
1795,122.86069390597558
1796,122.56196145156315
1797,121.71997087315567
1798,122.07650430948628
1799,122.19740933775023
1800,122.19465096196373
1801,120.94128105660084
1802,121.04815469844947
1803,122.3361159698893
1804,122.03237599963991
1805,120.88943245993696
1806,122.8530724773927
1807,122.52721196517355
1808,123.77548943789603
1809,121.0126730576258
1810,120.88662662785231
1811,121.1164019750525
1812,120.95850833109286
1813,121.99452173981173
1814,122.69602225103996
1815,123.30473542830592
1816,122.91659610331864
1817,124.00283588600604
1818,122.90807225165877
1819,122.88471214197769
1820,124.08102608153521
1821,123.77939408895874
1822,124.47834281520441
1823,121.81682820235874
1824,121.9824314369266
1825,121.52227490480084
1826,122.2872930824385
1827,120.054156165068
1828,120.42766137073248
1829,118.91433895997709
1830,119.18365689407626
1831,119.67405092527957
1832,119.11613029165864
1833,119.6071521198753
1834,121.45303902841098
1835,120.46568122677856
1836,119.73482783304307
1837,119.91902534017748
1838,119.86859900223783
1839,119.39900792563388
1840,119.47636491751786
1841,120.66310915406373
1842,119.85494403249275
1843,119.94275813072983
1844,119.0366497632111
1845,119.30417046294029
1846,119.73247817359817
1847,119.86725468183381
1848,119.11024117698844
1849,119.60594839886835
1850,119.50610629012482
1851,117.36871737927062
1852,117.45085206820808
1853,116.51979013610547
1854,116.65911589441534
1855,115.68349312793126
1856,117.25873822637091
1857,117.69933385603377
1858,117.83296652556419
1859,117.82565805001137
1860,118.57745649884075
1861,117.71785501651675
1862,117.81468666324847
1863,115.35837057300074
1864,114.24646111827094
1865,114.56896864584465
1866,114.86506053349348
1867,113.44994112359836
1868,113.39024765848073
1869,113.41864597419003
1870,113.11898231924128
1871,115.36086967143052
1872,115.35328512149967
1873,116.09445523093207
1874,114.65157249440315
1875,113.59495706008785
1876,113.87499276185665
1877,112.82879835037232
1878,111.84149166657086
1879,111.66671025830709
1880,112.03387354232305
1881,113.64088908029254
1882,112.46097123191059
1883,112.17113949389514
1884,112.07017962379516
1885,112.01745475373843
1886,113.54519120692105
1887,113.51974008099697
1888,115.21325778053333
1889,113.90946992887797
1890,112.60144684571073
1891,113.55477025563354
1892,113.07841842444056
1893,113.24507282853274
1894,114.95516551355163
1895,115.99819590115062
1896,116.56825240769791
1897,118.35497007930961
1898,118.09876352903841
1899,119.16961769925666
1900,119.42328243240593
1901,120.92905997619127
1902,120.730999178181
1903,120.70949013889644
1904,120.87431393095612
1905,119.44551659411776
1906,118.62008465084644
1907,119.95672531110205
1908,118.98169586511176
1909,121.17297036471072
1910,120.94660268842019
1911,120.23678938342874
1912,119.60948421217712
1913,119.77284415647433
1914,118.60213096277238
1915,117.66849872263849
1916,118.19817592429769
1917,117.50239887637196
1918,118.70729922479794
1919,118.36224044470268
1920,117.6507241946665
1921,118.62691505860421
1922,118.37608561041775
1923,118.70997603447458
1924,118.76189767722319
1925,121.03883027411817
1926,121.05611767141656
1927,123.93521593303718
1928,125.33021085250151
1929,126.82436730674901
1930,128.29465292486753
1931,129.73351177795118
1932,129.62044386311752
1933,128.79691318761746
1934,127.93029190446357
1935,128.70514304927337
1936,130.70021623186437
1937,130.6900538670964
1938,130.85512818593676
1939,130.23655587154985
1940,129.99358622659327
1941,129.00023474035336
1942,130.464419909705
1943,130.48323562762155
1944,130.58044746128277
1945,130.34664977672227
1946,131.1784301945112
1947,131.10216301034308
1948,131.2756324197322
1949,130.09063869510413
1950,129.97216437887556
1951,130.7751671990046
1952,130.20917587015774
1953,128.5108219361496
1954,126.61872479535822
1955,127.98598481013312
1956,126.66220498630376
1957,124.27189115623649
1958,123.0580459302763
1959,122.19291355611534
1960,120.90205371489792
1961,119.4274806511135
1962,117.83320570236178
1963,118.21785402658435
1964,117.8952407715305
1965,117.91612596652196
1966,116.63263359430262
1967,116.16007830997334
1968,116.81040218955108
1969,115.74137821900439
1970,115.52713267302532
1971,115.13006679722137
1972,114.5047851397883
1973,113.16004472838877
1974,114.73973714387256
1975,115.18155036963078
1976,114.19204705532279
1977,113.93376637350737
1978,114.02091785585732
1979,113.72529358784095
1980,113.94366582355849
1981,113.59085133848508
1982,114.77157008801825
1983,115.83456247263928
1984,114.60833558112991
1985,113.3989340200786
1986,113.13547144058775
1987,113.29706427179
1988,112.95080249277572
1989,112.84873643568704
1990,112.96391582208872
1991,111.97840347189047
1992,112.33749340133446
1993,111.18257815302434
1994,110.99372974183996
1995,110.97388263708157
1996,109.21112858580845
1997,108.53398128540333
1998,107.41293240827581
1999,106.77821703860815
2000,106.52017815069439
2001,106.24324933139822
2002,106.68488962095
2003,105.17636904938918
2004,103.97596293981782
2005,103.77582548188789
2006,104.30978287020339
2007,102.8393107524344
2008,102.84410192542951
2009,103.59311346996513
2010,103.69597197653559
2011,104.3481168181375
2012,103.76828359521251
2013,101.84321733470813
2014,103.31463965369811
2015,101.79692235096876
2016,102.56619897336812
2017,101.77878595951543
2018,101.39959769288075
2019,100.54494673518731
2020,100.13648729939509
2021,100.35782326672836
2022,99.17677459995542
2023,100.62928599913671
2024,100.67944862357756
2025,99.90081600924421
2026,97.29934632710179
2027,95.94565899543367
2028,96.14959780028467
2029,94.04894556416016
2030,92.3185998565611
2031,90.992754391223
2032,90.76877780069441
2033,89.45122183080859
2034,89.83423826202898
2035,89.25323170606693
2036,87.29814972012814
2037,88.17665477155477
2038,88.30876885983649
2039,88.46339498946662
2040,87.8923686615866
2041,88.29712681070863
2042,87.85161051114352
2043,86.33807097018297
2044,86.0893195568731
2045,85.66186437352395
2046,85.4721227560045
2047,86.28092396618291
2048,86.28557248900856
2049,86.69489474580055
2050,86.6062615604048
2051,87.22756789598505
2052,87.55652200068727
2053,90.31369847654278
2054,91.74278924985423
2055,92.61101977256929
2056,94.57241667943407
2057,96.7564700524889
2058,97.34506374758115
2059,96.49041136014078
2060,95.60773130884269
2061,95.68084986335143
2062,96.12587109060318
2063,97.36207467312126
2064,96.71521038483861
2065,96.09403989976073
2066,96.96814949992716
2067,97.32594020939297
2068,94.9841294043943
2069,96.0236575460135
2070,96.8409198688392
2071,96.45482786550116
2072,96.84719411853206
2073,95.49307548214776
2074,93.87616429856097
2075,94.81787530926866
2076,94.56312553022417
2077,93.14781625715996
2078,93.1620608184753
2079,92.55018048517677
2080,92.57715485769918
2081,92.40356359414936
2082,91.35460266189094
2083,89.15543435118902
2084,90.78745401742717
2085,90.04680983415658
2086,88.97126350568539
2087,87.68829093410484
2088,88.11734196994011
2089,88.50598939725367
2090,88.46576162242008
2091,88.81184606297133
2092,88.76669584785071
2093,90.35652334928368
2094,90.47461078910081
2095,89.61978136178452
2096,91.45263643754353
2097,91.3491363153849
2098,92.40117872916215
2099,92.34295665190444
2100,91.07153308463938
2101,91.07331553649564
2102,91.10193537927873
2103,92.54943674678506
2104,93.9097001760252
2105,95.48549595608004
2106,95.15558620341248
2107,94.23661971519756
2108,92.7361343201922
2109,91.89949437129673
2110,92.1605474752686
2111,92.17763198659605
2112,92.56618400584826
2113,94.56649806712771
2114,93.62131734987724
2115,96.10162507783008
2116,95.60161966799797
2117,96.14504052814337
2118,96.42617580003791
2119,97.23392726262846
2120,96.25003575682689
2121,96.59159437670418
2122,98.34638559875695
2123,99.545900648632
2124,99.85785251831261
2125,98.90559728054464
2126,101.0117770751351
2127,102.07143472512415
2128,100.61815416984876
2129,102.01703919469895
2130,104.05370777587774
2131,105.05198888434514
2132,105.31660098181744
2133,105.47565137338785
2134,105.92763875172373
2135,107.63542025546498
2136,108.79988652950416
2137,108.82869780873926
2138,107.46748081820373
2139,106.63255684963791
2140,106.92218161774113
2141,106.41797670001515
2142,106.74872309386538
2143,108.42035800071821
2144,108.51160082532957
2145,108.09639263672497
2146,105.99199609755279
2147,103.42661225208555
2148,103.52691006188032
2149,102.7338895577603
2150,103.24732081667813
2151,103.42767723120656
2152,101.46156802396234
2153,98.9429105579611
2154,99.51283698758361
2155,98.3953206138644
2156,97.70599780245266
2157,97.96588554496851
2158,98.37714059012532
2159,101.69920660570274
2160,103.74052531234882
2161,106.2302745418391
2162,106.2038770684399
2163,106.31840097160351
2164,107.08867579189271
2165,108.92696144298348
2166,107.9366646799974
2167,109.63631128356084
2168,111.04491082556667
2169,111.47030672924171
2170,112.1602548308408
2171,112.98685172495743
2172,113.39602093059467
2173,112.88270956495253
2174,113.01156393989766
2175,112.53024339805305
2176,111.49996894310028
2177,114.75495875008842
2178,115.92993159619867
2179,117.82107885526699
2180,119.04042081746692
2181,120.68069791169027
2182,118.7230715436504
2183,120.80210695991954
2184,118.88653629274958
2185,118.90909135874321
2186,120.9556066699235
2187,122.81791847970209
2188,120.78464150297813
2189,119.42611033149844
2190,120.53886919440342
2191,120.21470640575279
2192,118.93159751615977
2193,117.68943240909019
2194,116.31220541152516
2195,116.53438063787503
2196,116.890314378018
2197,116.98779400644317
2198,117.51137463866078
2199,118.63023415673237
2200,118.68444201513734
2201,120.2154989319137
2202,118.367555177165
2203,118.14794527393737
2204,117.53475086670852
2205,117.60101323263092
2206,115.52373553578002
2207,117.96646922307227
2208,118.29730074981862
2209,117.40143296521421
2210,118.88048144888864
2211,118.75677893155267
2212,118.00577958053962
2213,116.31077478534412
2214,116.25598967517595
2215,116.88706694604628
2216,117.60979770366643
2217,118.9741665649863
2218,117.39042323440177
2219,118.81450639755921
2220,119.262990856106
2221,117.51151063648052
2222,116.3282034842251
2223,113.75593467267745
2224,113.82894890640297
2225,113.49751312715664
2226,113.06875485382425
2227,112.22583739152802
2228,112.42417826440513
2229,111.97821638039224
2230,111.60543944097219
2231,111.40067482982043
2232,109.92262104393835
2233,110.4998766435369
2234,110.86233236448751
2235,109.05746884116124
2236,108.83597072040703
2237,107.43801585930836
2238,108.11102907705747
2239,107.33615765775725
2240,107.90763704083605
2241,107.93591447292916
2242,108.73826786470504
2243,109.31720242611028
2244,108.96075037122479
2245,109.87106025012227
2246,109.00101651154336
2247,110.81628145941158
2248,111.42736506707887
2249,111.94474203251632
2250,110.42852610083295
2251,108.69760051173562
2252,109.6073700354288
2253,109.85931184352872
2254,110.05165077334499
2255,109.85254460186958
2256,108.61477489570667
2257,108.44933160697263
2258,109.27496405868831
2259,106.73406474688474
2260,104.64583056711515
2261,102.52255310568543
2262,102.58223564570102
2263,102.63382801372576
2264,102.10011608912271
2265,100.58285894198752
2266,100.37655959794715
2267,98.82709136421175
2268,97.54813658661928
2269,96.67748255775061
2270,93.43803327598944
2271,92.75789642886795
2272,92.63761901250342
2273,92.48489226674255
2274,93.36025626147348
2275,94.0337551753071
2276,94.16331007705024
2277,92.30590987420426
2278,88.97598068796775
2279,87.01842023580757
2280,84.54859578279698
2281,83.67871710736165
2282,84.75481535694557
2283,82.94963938502525
2284,83.48838112911776
2285,83.60637153069025
2286,81.06737532755443
2287,80.65460318627248
2288,82.79504236219583
2289,82.80528524104416
2290,81.86241441963467
2291,81.06408723688138
2292,82.35255167755331
2293,82.42101414313908
2294,84.5822766338536
2295,85.15862965677383
2296,84.01421715051524
2297,83.99926278331156
2298,82.71342071565357
2299,81.56016397187028
2300,82.51745493861344
2301,81.22132801915097
2302,82.61249845047516
2303,82.00486072679158
2304,80.59858327097899
2305,79.60622534406451
2306,81.08044469374597
2307,80.08423677186465
2308,79.95145652416883
2309,79.68130780254947
2310,75.98347779646639
2311,75.96857774394906
2312,74.80614227596885
2313,74.11256670050986
2314,72.9380457356588
2315,69.6262580605347
2316,67.06747076733565
2317,63.658508688506885
2318,63.770218343699796
2319,60.881818356409084
2320,61.953387559841275
2321,62.822780059513235
2322,63.587843398556416
2323,65.12100998444804
2324,63.46909801287392
2325,63.57935057266759
2326,63.209385345819946
2327,62.8519393146613
2328,63.70926419742252
2329,63.11162123693639
2330,62.04996499888411
2331,60.41934301719454
2332,60.015683937146534
2333,59.06568788084909
2334,56.62472695022205
2335,56.56805042096376
2336,55.319601602497734
2337,53.69938297005466
2338,54.005154451856924
2339,53.982514891536205
2340,51.60328048211973
2341,49.221588609899044
2342,47.038764535970174
2343,45.25771766298162
2344,45.612794192042905
2345,44.22187234791643
2346,47.46719980120449
2347,48.07655109111527
2348,46.98529209834512
2349,48.21809078097633
2350,49.798803902711015
2351,49.62765753514997
2352,50.04028000374799
2353,50.589222595522806
2354,50.675508203066414
2355,49.274428571334646
2356,49.028755536216494
2357,49.332759991231384
2358,48.3731561394378
2359,49.46299606632199
2360,49.54910406795066
2361,50.526419593413074
2362,49.02725497580611
2363,47.648857183912924
2364,47.27201471718692
2365,47.160495073113815
2366,48.55290483034275
2367,49.06102492026123
2368,49.06267254526888
2369,47.472970661331935
2370,47.73469453930414
2371,47.397100446693074
2372,45.86399531797471
2373,45.90345588655265
2374,45.84767886478864
2375,45.69303993768144
2376,46.34946453031987
2377,46.413923056594804
2378,49.2413763843626
2379,50.19771018851105
2380,49.26896166010976
2381,48.93916656535196
2382,48.001174110934954
2383,47.812837140909345
2384,48.9886128874511
2385,48.384400805371236
2386,48.967137086179484
2387,46.74872605872826
2388,46.08478232190931
2389,46.88982918098796
2390,47.022148542528036
2391,46.539012214652274
2392,46.8958377680646
2393,48.080729030973686
2394,47.55905721399154
2395,46.636223305909446
2396,44.768746413481864
2397,44.5500699901834
2398,44.21721791926542
2399,44.362891499668656
2400,42.756615061030914
2401,40.78750570471556
2402,40.340658782074385
2403,40.55924925981054
2404,43.36342323452469
2405,42.41089792312054
2406,39.501240004975905
2407,37.629962070552466
2408,38.66399070589214
2409,40.93026338059484
2410,42.237711224848034
2411,42.14254640543939
2412,44.32683329836088
2413,44.60416944451233
2414,44.42406977212168
2415,45.65054977294471
2416,45.11718107480091
2417,46.46978718686267
2418,47.63715129646884
2419,49.53003638517855
2420,47.803615589294765
2421,45.88759020234124
2422,46.20811596239065
2423,43.812862999274586
2424,43.37366143219599
2425,42.73408145604939
2426,41.01647924966246
2427,39.94462017086321
2428,39.51625600962919
2429,40.65946724099422
2430,39.8631952170897
2431,40.648351588232835
2432,40.4371920106588
2433,39.85057312474397
2434,41.452222803647736
2435,41.8722380317823
2436,43.25106734278088
2437,43.31983481777285
2438,43.27383299014826
2439,43.85496656579301
2440,45.216728325694
2441,48.149266646052475
2442,49.17856897224929
2443,50.38952188437176
2444,48.338954151488345
2445,47.860687794946436
2446,44.95429000102997
2447,44.82991139636847
2448,45.125921270782136
2449,42.51944464542261
2450,41.59234691803208
2451,43.33535768309035
2452,43.59621331424324
2453,44.57279645615736
2454,41.684991648280366
2455,44.00264206588773
2456,44.904026143393345
2457,45.342977490567044
2458,43.56314566722867
2459,42.842928817078736
2460,43.58148045521748
2461,41.64914232770314
2462,41.585877770437456
2463,42.65710946827804
2464,44.1564135857536
2465,42.6963023566197
2466,43.48995178296984
2467,42.977685969880085
2468,43.96636382368667
2469,43.937494601821854
2470,46.27268066109341
2471,46.307804792708694
2472,45.62442523173383
2473,47.74942693864668
2474,46.62580484008215
2475,47.41570360125969
2476,49.293188044627904
2477,47.919714523044625
2478,47.034898778590225
2479,47.41349609507543
2480,47.228905347642375
2481,47.969463346719685
2482,50.60294023196963
2483,52.69718863428839
2484,52.60462899162312
2485,51.896920775738074
2486,53.37077357973073
2487,54.58730014351232
2488,52.838198475742814
2489,53.89195862683025
2490,54.458664677563775
2491,54.657381927576445
2492,53.58197921253839
2493,53.83653052520582
2494,53.63336284625649
2495,54.097112378797675
2496,56.22720319395893
2497,57.14830437210049
2498,57.072862178858344
2499,58.0028532368636
2500,58.27152248308655
2501,60.74332025885895
2502,62.15670984936361
2503,61.58403112433387
2504,60.974739898020204
2505,61.89493828425136
2506,65.66239640005315
2507,67.3691198567482
2508,66.73755123620255
2509,65.1215022915593
2510,65.61708997537099
2511,65.55718705680587
2512,65.67069330032156
2513,63.473343059756644
2514,50.33417485147906
2515,44.18390623253965
2516,26.21121199671532
2517,17.473117686744093
2518,15.807192469397927
2519,11.997016301991387
2520,8.956209383161838
2521,-26.658020609064014
2522,-28.792272583510524
2523,-41.113604729021375
2524,-47.606831294597114
2525,-51.80327136236899
2526,-57.20779503372748
2527,-64.36312149016118
2528,-65.27853652905186
2529,-74.26731808105086
2530,-80.29049921038398
2531,-88.68534731671043
2532,-107.51064943807125
2533,-115.76071438712728
2534,-126.71232977834559
2535,-139.06769840518717
2536,-141.2953687430966
2537,-145.694746479332
2538,-160.27082241220174
2539,-182.00652101532262
2540,-189.56156320614303
2541,-200.17594449804085
2542,-220.4825935932796
2543,-238.79726159053314
2544,-243.26140733190613
2545,-251.2598019191701
2546,-258.0986535421956
2547,-266.27257835896285
2548,-273.11891009045735
2549,-278.03476772132876
2550,-283.6932065861629
2551,-292.8299947514658
2552,-323.39908429819616
2553,-330.10603160416656
2554,-335.05760714851226
2555,-343.25922053743676
2556,-356.7078631768868
2557,-363.484918093358
2558,-371.3643216555727
2559,-376.69606634370825
2560,-382.2051949502387
2561,-388.4233755149349
2562,-395.1943686943903
2563,-402.768817110512
2564,-409.3799854539452
2565,-413.5724491273148
2566,-425.53232081048895
2567,-430.4534594057311
2568,-439.0481091910591
2569,-446.59085301174184
2570,-455.12708115084956
2571,-467.5063612035993
2572,-473.7052612711749
2573,-482.31915133180087
2574,-487.34089921619227
2575,-497.4774764105395
2576,-527.1072222866776
2577,-532.9381803091845
2578,-541.0623665968398
2579,-542.5304486366222
2580,-546.63152559649
2581,-561.0429295457756
2582,-569.2570884762264
2583,-577.1505483957585
2584,-584.1984288909678
2585,-589.1558488949739
2586,-596.4909640989571
2587,-605.7354800903519
2588,-610.4517823977703
2589,-620.1875682990463
2590,-628.4061246479073
2591,-637.6168400768476
2592,-649.2888888489614
2593,-655.7747234493453
2594,-662.8023743706749
2595,-697.7199763397089
2596,-711.9941504468634
2597,-772.262256710154
2598,-823.8950253537379
2599,-831.2626775101985
2600,-839.7817247315355
2601,-848.1798308145599
2602,-856.2321843027238
